,address,amount0_in,amount1_in,amount0_out,amount1_out,sender,to_address,transaction_hash,timestamp
10,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,20000000000,0,0,10939170818577226592,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x65b9ad105b95290bcde1ed91f2f6688232ad5782,0xb4106a93bf9569fa798142dad6101a8316c50e1440d7adaddb4bdec90cd2390e,2023-03-19 16:40:00
11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,492552528,0,0,269652855276208865,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x03b32949a471b0f7a6eb9d2415a950df5ea3700fba20b9f97ce1fdefb68192aa,2023-03-19 16:40:00
12,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,300000000000000000,544700894,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x5083b16da538c5022744526122243cf3bddb3bf2,0x568c8ef8007a8aded0251e4538d85fc6744ec4047029fd03d674c95dbef28843,2023-03-19 16:40:00
13,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,588143573,0,0,321985312428561919,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x394cb9e147b8b288e38615ae04f442a037bcb99f,0xa149dcb0cc92231acd7118d196b3d5c03416c731bb4262936bfb6003db29d83d,2023-03-19 16:40:00
14,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,5220388201,0,0,2857828270647813996,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe401069af1fb8230a1c1d1358fd86860ea6c37e7,0x41f25dfb586a1f53ac7e3f7a22f49ad19356a55d09c5648269062aac25f86195,2023-03-19 16:39:00
15,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,1841465595404060027,3343928812,0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x3ed8cb05364e0aa5be525bcf3e24b03ecd1be572,0x010de03192974e729e691423601ea8062476a8dc859618edc8a95e47563e5438,2023-03-19 16:39:00
16,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1500000000,0,0,821400070535945141,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x185cea29d6ac8ab1054080a6a4151541425ce474,0xcc34a3d18855be5bc54868f53ceb7f33305246c791b2bc9b0ceb12b0e1eacf7d,2023-03-19 16:38:00
17,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1950000000,0,0,1067984576420298499,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x21a7afa9f7e2d48bfa8e8f384d77f3b5c19a5add,0xd0a510cc6cfdb9f1e649186194ffdf2403b61bec715a1a3001983b933d9d12a6,2023-03-19 16:37:00
18,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,10000000000,0,0,5479769851793942686,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x65b9ad105b95290bcde1ed91f2f6688232ad5782,0xd7c3dd05a6be7d4add85a9ff8dcb1cd94391df424288318d6665627efb2f1292,2023-03-19 16:36:00
19,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,6472480586,0,0,3549379527359993586,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x003b3109d25b55bba1518c507a8e5be94f551175,0x5a053a83a0345ad9a81620b6f0ebfd14b2f7ee3560f3bf70210ea7598e629273,2023-03-19 16:35:00
20,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,60000000000000000,108726807,0,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x032b17633c956c10845643f0bf9ea7c16a3cfb62,0xb0ab78a2da8413c1dea33afbfcb0bf80df06a75ec2d74088d8fbcd12fec1de94,2023-03-19 16:35:00
21,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,22217803736,0,0,12199862178191429916,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xf6ee81848e6a9172bdb117181db034d36fbf54d6e4e7faef1e96fdf78c8d809e,2023-03-19 16:34:00
22,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,491176966,0,0,269432731977014305,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x9ec9367b8c4dd45ec8e7b800b1f719251053ad60,0xd05b08b04f12d0a0be5e43c79fc8e3205ff026118e6b1e5e36f2c1a5ab2829ba,2023-03-19 16:34:00
23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,28908142047,0,0,15909891967794194992,0x98c3d3183c4b8a650614ad179a1a98be0a8d6b8e,0x98c3d3183c4b8a650614ad179a1a98be0a8d6b8e,0x0fafa62e450e2b6b1a2fced7f2cd81237508811f59469a6e9f01fb4f38e9a920,2023-03-19 16:34:00
24,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,9420953856,0,0,5193813855850975672,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x9019930ccd7c63a00e1c505ff9caf3c739eb30d366b7e4462c5370c9fbd2c741,2023-03-19 16:33:00
25,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,15482312331,0,0,8544991001600000000,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0xbac21479e1a801072a12ebf0473e0e2047c5ab0074138ecad39cf07db0f32044,2023-03-19 16:33:00
26,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,566896224734110786,1020420324,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xb2c4e4e3813b18dc63a65d4b93b14fe0f9f1aeb6,0x8b21fc165f0a7eac116d2af47ce6ad8c686bd4ac6995bf5d0f8dff0fadb1800e,2023-03-19 16:32:00
27,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,100000000,0,0,55220055277908417,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x6028eb8adda090cdf08fb5dfbe873081fd736867,0x2446e21f8cfce6b67e81dabf55e77f7ee2a43bd39d2b22bbf2bb5f288bd2ed2c,2023-03-19 16:32:00
28,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,5000000000000000,8999645,0,0x1111111254fb6c44bac0bed2854e76f90643097d,0xd9bd15b6060418f5d9c6cd6838949798c76e0e2a,0xf0b37f4894fc0cd006d1e0768b8c1683be95c3faaa96bf7b7f258d1a7ab2ec34,2023-03-19 16:32:00
29,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,597293553541544619,1075033749,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x7908dc62626f247aab91df6ca15973a0180583ea,0x70c06aaaf5c88ee9380e54967b58d6a943643cc38b3d9c8c54aec85051cf5650,2023-03-19 16:32:00
30,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1200000000,0,0,662679325657233733,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xecfe2c3c1ac0a5a59227a01f3dd7044159b11a57,0xe1bb0950ff1f5e1f96a69dffef92d12d7f593d2c7ba3e17728d76bd6f2a07b6d,2023-03-19 16:31:00
31,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,1729586000300000524,3113492740,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xa946c445bf7f1675309fcd3a968da4da4e3a107a,0x2f1d0e45df3542634e3aa66b784242d66d7e80ce913332401211703ffee735f1,2023-03-19 16:31:00
32,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,196016714579738387,352911978,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x88444a2cec8ed2d9d7d9d6466aa814f0fd53ff86,0x816fe2067a05313aa6ecb367a4f6202ee0fbeb0174de6dc3053fa215e8040b38,2023-03-19 16:29:00
33,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,50000000000000000,90022679,0,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x032b17633c956c10845643f0bf9ea7c16a3cfb62,0x07ee22ef55382373dea75e35d5f727d93bd9fef466c08df33572642f4e26be53,2023-03-19 16:29:00
34,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,10000000000000000,18004623,0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,0x91bfb6b350f67c53722dbf4c86b30a2828e2bd977ee9c3c116e48f8484d3db4a,2023-03-19 16:27:00
35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,100000000,0,0,55212093795027544,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xebd54ad6c1d4b079bdc20ecf36dd29d1d76c9977,0x59e8f1970f5b5533d8becf51f9bb3f10923e67a341e7b9b5de54c66242d61c5b,2023-03-19 16:26:00
36,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,676677999,0,0,373595101240988178,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x2e81ec0b8b4022fac83a21b2f2b4b8f5ed744d70,0xf5b9f1157d4d33b3f8fb961033c1675c6813f144114364c10417b168cc56d111,2023-03-19 16:26:00
37,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,16006331046982772,28816850,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x5083b16da538c5022744526122243cf3bddb3bf2,0xc1b830203891328726ea9ccc91d30ae30949166a281da7887c3898b9266a3486,2023-03-19 16:25:00
38,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,62571568510713716,112650863,0,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xb8b7c440c36e31686bf1e1bdca76a52e730190fc,0x46970275b527abd99df2e81bddac7cfb616c0e6cf1af9e86aa52d7ab5a5f707e,2023-03-19 16:25:00
39,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,1000000000000000000,1800507283,0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xda6c4f748061db9687a5979fe37e10b2d59970e4,0x9a16b353e34e9ea5e7b3d759f7325d98058ff178d378885f2d4a8aa47e7b8b94,2023-03-19 16:24:00
40,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,213419675929731196,384301384,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x10f1f66fe4f630108dfccc63f02aae178f4c16e5,0x18e414e42ee9cd114bbceb24ff3010b2668328c45682674929415b981cd77370,2023-03-19 16:24:00
41,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,218324479882386317,393128020,0,0xdecf04ca46d287b3cb99692ad512e568ba276140,0x84d99aa569d93a9ca187d83734c8c4a519c4e9b1,0x449554f12fc665b17e98aab8bf9ad6a9423895d61cc8ba21e61b386506ca43ef,2023-03-19 16:23:00
42,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,574393368,0,0,317077880083610715,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x4f1c7b1e9e2d0632048a7ad90a356bbed89de18f49410ab3d66eb3aacf7b1209,2023-03-19 16:23:00
43,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3482514825,0,0,1922701868662745165,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x55d5c232d921b9eaa6b37b5845e439acd04b4dba,0x18219d7156dcde8791f19bdb055265255b32860562f572320ea1e5fd7649e274,2023-03-19 16:23:00
44,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,17842500000000000,32127649,0,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xec565965019bd4f22b6f02ada1b073e177cd678ef7a8bffac205dd5384bc8f12,2023-03-19 16:23:00
45,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,262874304148405264,473217774,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x86b28af6a128c45020ee5e07aa2c8d5345b502cb,0x47ba3d37499e1f97e145a9fc853a4eda8593899d008dd6d40c05725b95830a1d,2023-03-19 16:21:00
46,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,14784964429,0,0,8169148377792292602,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x274e26991381963f677ef136a6c48e9c85ea71bdc81cce4da823a227361fb8e6,2023-03-19 16:19:00
47,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,750000000,0,0,414686456266533156,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x46c752b1da67ce438e2b73e47e3464038b3799f3,0xb6e04070ef34e11d926a4484c6f4283876496674eb057a466150bb0d9c75f0df,2023-03-19 16:19:00
48,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,209925389102890217,377389221,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x2155a8e3f5aabb1f24a902d375a5d1eae3045488,0xb3cf26f832a8189b5ded687d21928d90802eef877b5d40a3834dba32387bcd81,2023-03-19 16:18:00
49,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,85368967379678719,153474037,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x263dcdaf9457b4609dcb005fe828f8dcea3b017f,0x99fffcce1e1607f42c59287af24e63a983752c9a5057c51dd3678171e673fc86,2023-03-19 16:15:00
50,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1000000000,0,0,552932273983862028,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x2b0d232533c1daf8bcec90e966136e66e45d1faf,0xe11deafeb39f8d3f86d4c687ab91c0a5c6eefc1e73b3900550e8431cb6f9bee6,2023-03-19 16:15:00
51,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,512963641,0,0,283653391181091086,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xc475ae820b3fae6c334bd90c439c6347055ec1e982ec4ba542f25465472fee0e,2023-03-19 16:15:00
52,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,391639474,0,0,216573578835062000,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xf49576260beb78d755ee8ff6e04e241e62d8138d,0x60656e5774c2704c4a86b47bc1eebbaa693852934ef43c1632f0215bd854be4e,2023-03-19 16:14:00
53,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,519959258073512437,934654903,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x0b548160671af80737c95cf5104aa5a929610110,0x7762e32b56bb59a0a508e75afe5c21d1a0bd36b4abe82c024d9da4cd24b61f18,2023-03-19 16:13:00
54,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,35651970369098226,64089221,0,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x3c7bcaf39cc579e3a978cb371d00a13f5ab7e4da,0xc338652d9c5f03eb5646c27f1a0ae94109c2baf32d2351cac7f84eca564735cf,2023-03-19 16:12:00
55,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1950000000,0,0,1078351282934960386,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x5d8a31269a9f3336e3f23de17b2ec7393bdd6916,0x44dfb150d04d441ee3b43cd6ae701e37c4eee310dd7aaae1c4ae93a49e1450de,2023-03-19 16:12:00
56,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,14868750000000000,26724015,0,0x1111111254eeb25477b68fb85ed929f73a960582,0xd75d1b30967d94b105f82f572ae7591cc3c48beb,0x44799014ada8602820273ecf2499f23ff8fa08a31a3326cde6583498053f9092,2023-03-19 16:10:00
57,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,600000000000000000,1078450305,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x5083b16da538c5022744526122243cf3bddb3bf2,0x996e35b9fa76429e1e8fa3b3344b1453ef37535cdec811898fce9c7189c5dc06,2023-03-19 16:08:00
58,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,317295000,0,0,175464719967107222,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xca7c2771d248dcbe09eabe0ce57a62e18da178c0,0x2277ed5f7a8086d5253e500a2f8c7db88628fd8b1ff8a47090c717f13c71b0c0,2023-03-19 16:07:00
59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,1727042159423994890,3104660377,0,0x4a5a7331da84d3834c030a9b8d4f3d687a3b788b,0x4a5a7331da84d3834c030a9b8d4f3d687a3b788b,0x75eb4767f42fed83b2482b23422615abc046224ee76a5b58bce5648b41de64d7,2023-03-19 16:06:00
60,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,183645000,0,0,101558304595478422,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x854373387e41371ac6e307a1f29603c6fa10d872,0x7e04250f5d0ac3703a16fb0b5f7f73687ca2b7f98ab955e7464af7a1fb066c3f,2023-03-19 16:06:00
61,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,11895000000000000,21386346,0,0x1111111254eeb25477b68fb85ed929f73a960582,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x2d9aa642747fb47f2187e22a9bb675dcd095b1fdb20b588ec85da62d5ecf87f6,2023-03-19 16:05:00
62,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,60000000000000000,107876270,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x5ad7452ceafdaeb0936507d5bb5890964ef56bd3,0x287c3dff9b95a6e777c2c6d72166bed3f5e676ab42ea9c6bdb97dabb8a760617,2023-03-19 16:04:00
63,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,222472014964298875,400000000,0,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x10f1f66fe4f630108dfccc63f02aae178f4c16e5,0xda0843eb7987dd57d4dea0d01cf373a0a154d8e3b3e3b753aa03d07dd2b72afb,2023-03-19 16:04:00
64,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2000000000,0,0,1105775392967406615,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x11b1f53204d03e5529f09eb3091939e4fd8c9cf3,0x85ee54f7b79bb698bbce3ea99c40fdc4e935eeb65aa71e12540dd6bb809f8e12,2023-03-19 16:04:00
65,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,239289964156093495,430168005,0,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xa626eb9cc7dec00703586414d0811e1ba2021443,0x9101324d81ff0d31a9c1d9cf0d3f90bbc5cc5b17ffe648572a50a5f559d17f1d,2023-03-19 16:02:00
66,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,238451866,0,0,131850323530204532,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x541e55d40d001ca062ea0366afce05848eb7194c,0x143c5a526e76e8d84cf60fe5434ffab623aaefdcca3d8135d3961792d586cf01,2023-03-19 16:02:00
67,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,11000000000000000,19775255,0,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x032b17633c956c10845643f0bf9ea7c16a3cfb62,0xe75c4ff890a602f952bffc91ea78759ee54d68e4c1c1cf82d3ac51f121bc5cdc,2023-03-19 16:01:00
68,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,100000000000000000,179773440,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xc58d0b5f25633e37e8d0cc9a2c82c4397e1f826b,0x66eea9cc09b15445a6cebb972b473c8452b525d328309e0c20dd9fb1711a2ecc,2023-03-19 16:01:00
69,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,250000000,0,0,138230981706865157,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xddc17b3c8cca8ac990df77beecca02c7c3f85558,0x45c95bd620ed7499a4801f874032743ad4296866ac189ff202b19f9bb72e8e51,2023-03-19 15:59:00
70,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,10000000000000000,17977132,0,0x1111111254eeb25477b68fb85ed929f73a960582,0x9c6be687f8e2c1f1c733d10ef09fbfda3f1fbe9b,0xc3c1bb7a0759dca804ca5e4d4c2e4f999b08fd89d815de6a4399d2f9384d8edc,2023-03-19 15:57:00
71,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,16920630622,0,0,9363018213467987148,0xf8b721bff6bf7095a0e10791ce8f998baa254fd0,0xf8b721bff6bf7095a0e10791ce8f998baa254fd0,0x23b89bb526b9bf3cc3a78f17ea5543067477eaa02033ad3c3ccc4bd6354d2133,2023-03-19 15:57:00
72,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,421714743558835234,756998367,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x77531ae50c9353956c46c54288e196cee344fcee,0x945c74fe2c07b15c45983f42d21ace976bd35bdf426bb4fe17913e5a1e7ae794,2023-03-19 15:57:00
73,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,450000000,0,0,249184301757785343,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xec223245a62d6afca048f8edb9504a3b09ec85cb,0x6f51fb76d173853abccd6aaed079551d42217c5cbf81aca78bee0d1da994eabb,2023-03-19 15:56:00
74,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1000000000,0,0,553778954423577036,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xb88b6e458ebf5f6e0a3ac8e21d8e588bcae79c17,0x7f3aa9ec07ff4d6ff48d425d8afcf3a8043d7ed02025049b80beeb5b0657ad03,2023-03-19 15:56:00
75,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,33402242935289055,59953040,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x5ad7452ceafdaeb0936507d5bb5890964ef56bd3,0xe51e5f666289675937686ad1e2443c09812bffbc4128aeddf7acf4a7d770fea2,2023-03-19 15:55:00
76,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,4830608163544165869,8669157387,0,0x11a2e73bada26f184e3d508186085c72217dc014,0x8c59638182d6ba70eff2e71e1e873268a46d08ab,0x9fe8dfa8f74d8f874150d626d99839cc091cfab4c50c542c86bf480772e8fede,2023-03-19 15:54:00
77,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,10000000000000000,17948869,0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xce16f69375520ab01377ce7b88f5ba8c48f8d666,0x3eb464d02a0e1064f64cac36f1a7af29e19001adf8e1eecd73f6ec3a6a5801b3,2023-03-19 15:54:00
78,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,5953505184,0,0,3297933161942797894,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x003b3109d25b55bba1518c507a8e5be94f551175,0x440053f0fcfd64b495b6a428cc207e4ad00afa61547543822f062bd6dfef0e1b,2023-03-19 15:54:00
79,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,200000000000000000,359071856,0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xce16f69375520ab01377ce7b88f5ba8c48f8d666,0x70eb5433b0c34a9f4655ec87c2b746b76a6b691f681626c96dd3e47014dfb946,2023-03-19 15:53:00
80,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1000000000,0,0,553670592499608593,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x003b3109d25b55bba1518c507a8e5be94f551175,0x5b82aa6de25e6be895408429c332b6981b7a28a08a8ec2d5646f25e6879765e5,2023-03-19 15:53:00
81,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0,650000000000000000,1166959012,0,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x5083b16da538c5022744526122243cf3bddb3bf2,0x2d0706640628bc8850882ca4d9fa7b5c1676695063ddcbd5563dd63b7d8254a4,2023-03-19 15:52:00
